"source_id","neighbor_id","distance"
"Row9","10",0.00000000000000011102230246251565
"Row18","19",0.00000000000000011102230246251565
"Row19","20",0.00000000000000011102230246251565
"Row43","47",0.00000000000000011102230246251565
"Row48","53",0.00000000000000011102230246251565
"Row58","65",0.00000000000000011102230246251565
"Row60","68",0.00000000000000011102230246251565
"Row77","86",0.00000000000000011102230246251565
"Row84","95",0.00000000000000011102230246251565
"Row87","99",0.00000000000000011102230246251565
"Row98","111",0.00000000000000011102230246251565
"Row112","132",0.00000000000000011102230246251565
"Row139","166",0.00000000000000011102230246251565
"Row142","170",0.00000000000000011102230246251565
"Row163","193",0.00000000000000011102230246251565
"Row165","195",0.00000000000000011102230246251565
"Row166","196",0.00000000000000011102230246251565
"Row173","205",0.00000000000000011102230246251565
"Row177","209",0.00000000000000011102230246251565
"Row180","212",0.00000000000000011102230246251565
"Row190","223",0.00000000000000011102230246251565
"Row201","235",0.00000000000000011102230246251565
"Row212","248",0.00000000000000011102230246251565
"Row243","281",0.00000000000000011102230246251565
"Row244","282",0.00000000000000011102230246251565
"Row245","283",0.00000000000000011102230246251565
"Row257","296",0.00000000000000011102230246251565
"Row264","304",0.00000000000000011102230246251565
"Row271","312",0.00000000000000011102230246251565
"Row276","317",0.00000000000000011102230246251565
"Row283","325",0.00000000000000011102230246251565
"Row284","326",0.00000000000000011102230246251565
"Row290","332",0.00000000000000011102230246251565
"Row303","345",0.00000000000000011102230246251565
"Row308","350",0.00000000000000011102230246251565
"Row315","357",0.00000000000000011102230246251565
"Row318","360",0.00000000000000011102230246251565
"Row322","364",0.00000000000000011102230246251565
"Row323","365",0.00000000000000011102230246251565
"Row324","366",0.00000000000000011102230246251565
"Row352","407",0.00000000000000011102230246251565
"Row359","415",0.00000000000000011102230246251565
"Row364","420",0.00000000000000011102230246251565
"Row369","425",0.00000000000000011102230246251565
"Row373","429",0.00000000000000011102230246251565
"Row374","430",0.00000000000000011102230246251565
"Row381","437",0.00000000000000011102230246251565
"Row389","448",0.00000000000000011102230246251565
"Row396","455",0.00000000000000011102230246251565
"Row397","456",0.00000000000000011102230246251565
"Row411","473",0.00000000000000011102230246251565
"Row420","482",0.00000000000000011102230246251565
"Row428","491",0.00000000000000011102230246251565
"Row429","492",0.00000000000000011102230246251565
"Row443","508",0.00000000000000011102230246251565
"Row444","509",0.00000000000000011102230246251565
"Row448","513",0.00000000000000011102230246251565
"Row452","517",0.00000000000000011102230246251565
"Row458","523",0.00000000000000011102230246251565
"Row468","535",0.00000000000000011102230246251565
"Row476","543",0.00000000000000011102230246251565
"Row477","544",0.00000000000000011102230246251565
"Row482","550",0.00000000000000011102230246251565
"Row485","553",0.00000000000000011102230246251565
"Row507","589",0.00000000000000011102230246251565
"Row514","597",0.00000000000000011102230246251565
"Row525","613",0.00000000000000011102230246251565
"Row543","640",0.00000000000000011102230246251565
"Row558","671",0.00000000000000011102230246251565
"Row559","673",0.00000000000000011102230246251565
"Row577","708",0.00000000000000011102230246251565
"Row578","709",0.00000000000000011102230246251565
"Row593","735",0.00000000000000011102230246251565
"Row595","737",0.00000000000000011102230246251565
"Row602","750",0.00000000000000011102230246251565
"Row610","766",0.00000000000000011102230246251565
"Row613","778",0.00000000000000011102230246251565
"Row621","786",0.00000000000000011102230246251565
"Row633","805",0.00000000000000011102230246251565
"Row649","837",0.00000000000000011102230246251565
"Row652","840",0.00000000000000011102230246251565
"Row668","880",0.00000000000000011102230246251565
"Row679","897",0.00000000000000011102230246251565
"Row691","909",0.00000000000000011102230246251565
"Row700","918",0.00000000000000011102230246251565
"Row703","921",0.00000000000000011102230246251565
"Row714","933",0.00000000000000011102230246251565
"Row717","936",0.00000000000000011102230246251565
"Row721","941",0.00000000000000011102230246251565
"Row730","950",0.00000000000000011102230246251565
"Row741","968",0.00000000000000011102230246251565
"Row757","994",0.00000000000000011102230246251565
"Row770","1012",0.00000000000000011102230246251565
"Row772","1014",0.00000000000000011102230246251565
"Row787","1030",0.00000000000000011102230246251565
"Row797","1042",0.00000000000000011102230246251565
"Row803","1051",0.00000000000000011102230246251565
"Row831","1093",0.00000000000000011102230246251565
"Row842","1107",0.00000000000000011102230246251565
"Row857","1129",0.00000000000000011102230246251565
"Row859","1131",0.00000000000000011102230246251565
"Row867","1148",0.00000000000000011102230246251565
"Row869","1151",0.00000000000000011102230246251565
"Row880","1176",0.00000000000000011102230246251565
"Row882","1178",0.00000000000000011102230246251565
"Row886","1184",0.00000000000000011102230246251565
"Row892","1190",0.00000000000000011102230246251565
"Row903","1202",0.00000000000000011102230246251565
"Row906","1206",0.00000000000000011102230246251565
"Row911","1211",0.00000000000000011102230246251565
"Row922","1222",0.00000000000000011102230246251565
"Row929","1230",0.00000000000000011102230246251565
"Row939","1241",0.00000000000000011102230246251565
"Row943","1245",0.00000000000000011102230246251565
"Row944","1246",0.00000000000000011102230246251565
"Row949","1251",0.00000000000000011102230246251565
"Row956","1258",0.00000000000000011102230246251565
"Row966","1268",0.00000000000000011102230246251565
"Row969","1271",0.00000000000000011102230246251565
"Row978","1280",0.00000000000000011102230246251565
"Row982","1284",0.00000000000000011102230246251565
"Row993","1296",0.00000000000000011102230246251565
"Row998","1301",0.00000000000000011102230246251565
"Row1001","1304",0.00000000000000011102230246251565
"Row1002","1305",0.00000000000000011102230246251565
"Row1028","1341",0.00000000000000011102230246251565
"Row1041","1354",0.00000000000000011102230246251565
"Row1043","1356",0.00000000000000011102230246251565
"Row1044","1357",0.00000000000000011102230246251565
"Row1045","1358",0.00000000000000011102230246251565
"Row1053","1371",0.00000000000000011102230246251565
"Row1061","1379",0.00000000000000011102230246251565
"Row1063","1381",0.00000000000000011102230246251565
"Row1082","1407",0.00000000000000011102230246251565
"Row1112","1449",0.00000000000000011102230246251565
"Row1114","1454",0.00000000000000011102230246251565
"Row1128","1476",0.00000000000000011102230246251565
"Row1142","1497",0.00000000000000011102230246251565
"Row1157","1527",0.00000000000000011102230246251565
"Row1160","1537",0.00000000000000011102230246251565
"Row1162","1542",0.00000000000000011102230246251565
"Row1176","1566",0.00000000000000011102230246251565
"Row1188","1586",0.00000000000000011102230246251565
"Row1191","1589",0.00000000000000011102230246251565
"Row1196","1594",0.00000000000000011102230246251565
"Row1214","1614",0.00000000000000011102230246251565
"Row1215","1615",0.00000000000000011102230246251565
"Row1218","1619",0.00000000000000011102230246251565
"Row1240","1650",0.00000000000000011102230246251565
"Row1242","1653",0.00000000000000011102230246251565
"Row1246","1658",0.00000000000000011102230246251565
"Row1260","1676",0.00000000000000011102230246251565
"Row1266","1682",0.00000000000000011102230246251565
"Row1272","1688",0.00000000000000011102230246251565
"Row1293","1727",0.00000000000000011102230246251565
"Row1295","1730",0.00000000000000011102230246251565
"Row1296","1731",0.00000000000000011102230246251565
"Row1312","1762",0.00000000000000011102230246251565
"Row1317","1772",0.00000000000000011102230246251565
"Row1327","1797",0.00000000000000011102230246251565
"Row1346","1833",0.00000000000000011102230246251565
"Row1349","1836",0.00000000000000011102230246251565
"Row1354","1844",0.00000000000000011102230246251565
"Row1357","1855",0.00000000000000011102230246251565
"Row1362","1860",0.00000000000000011102230246251565
"Row1370","1876",0.00000000000000011102230246251565
"Row1404","1924",0.00000000000000011102230246251565
"Row1412","1934",0.00000000000000011102230246251565
"Row1413","1936",0.00000000000000011102230246251565
"Row1423","1947",0.00000000000000011102230246251565
"Row1430","1954",0.00000000000000011102230246251565
"Row1431","1955",0.00000000000000011102230246251565
"Row1433","1957",0.00000000000000011102230246251565
"Row1442","1966",0.00000000000000011102230246251565
"Row1446","1970",0.00000000000000011102230246251565
"Row1458","1982",0.00000000000000011102230246251565
"Row1465","1991",0.00000000000000011102230246251565
"Row1475","2001",0.00000000000000011102230246251565
"Row1476","2002",0.00000000000000011102230246251565
"Row1483","2009",0.00000000000000011102230246251565
"Row1487","2013",0.00000000000000011102230246251565
"Row1491","2017",0.00000000000000011102230246251565
"Row1510","2040",0.00000000000000011102230246251565
"Row1542","2078",0.00000000000000011102230246251565
"Row1544","2081",0.00000000000000011102230246251565
"Row1559","2097",0.00000000000000011102230246251565
"Row1572","2111",0.00000000000000011102230246251565
"Row1589","2132",0.00000000000000011102230246251565
"Row1605","2148",0.00000000000000011102230246251565
"Row1608","2151",0.00000000000000011102230246251565
"Row1612","2155",0.00000000000000011102230246251565
"Row1614","2159",0.00000000000000011102230246251565
"Row1618","2163",0.00000000000000011102230246251565
"Row1621","2166",0.00000000000000011102230246251565
"Row1638","2187",0.00000000000000011102230246251565
"Row1638","7092",0.00000000000000011102230246251565
"Row1640","2185",0.00000000000000011102230246251565
"Row1640","7584",0.00000000000000011102230246251565
"Row1640","7705",0.00000000000000011102230246251565
"Row1640","7789",0.00000000000000011102230246251565
"Row1643","2193",0.00000000000000011102230246251565
"Row1649","2203",0.00000000000000011102230246251565
"Row1654","2208",0.00000000000000011102230246251565
"Row1664","2240",0.00000000000000011102230246251565
"Row1666","2243",0.00000000000000011102230246251565
"Row1671","2249",0.00000000000000011102230246251565
"Row1677","2259",0.00000000000000011102230246251565
"Row1700","2288",0.00000000000000011102230246251565
"Row1711","2301",0.00000000000000011102230246251565
"Row1729","2324",0.00000000000000011102230246251565
"Row1731","2327",0.00000000000000011102230246251565
"Row1738","2334",0.00000000000000011102230246251565
"Row1741","2337",0.00000000000000011102230246251565
"Row1750","2349",0.00000000000000011102230246251565
"Row1753","2352",0.00000000000000011102230246251565
"Row1758","2357",0.00000000000000011102230246251565
"Row1762","2361",0.00000000000000011102230246251565
"Row1767","2366",0.00000000000000011102230246251565
"Row1802","2403",0.00000000000000011102230246251565
"Row1810","2411",0.00000000000000011102230246251565
"Row1818","2419",0.00000000000000011102230246251565
"Row1828","2430",0.00000000000000011102230246251565
"Row1831","2433",0.00000000000000011102230246251565
"Row1834","2439",0.00000000000000011102230246251565
"Row1837","2445",0.00000000000000011102230246251565
"Row1840","2448",0.00000000000000011102230246251565
"Row1841","2450",0.00000000000000011102230246251565
"Row1847","2457",0.00000000000000011102230246251565
"Row1855","2468",0.00000000000000011102230246251565
"Row1862","2475",0.00000000000000011102230246251565
"Row1884","2504",0.00000000000000011102230246251565
"Row1889","2513",0.00000000000000011102230246251565
"Row1890","2514",0.00000000000000011102230246251565
"Row1904","2529",0.00000000000000011102230246251565
"Row1907","2532",0.00000000000000011102230246251565
"Row1923","6517",0.00000000000000011102230246251565
"Row1924","2553",0.00000000000000011102230246251565
"Row1935","2567",0.00000000000000011102230246251565
"Row1936","2568",0.00000000000000011102230246251565
"Row1939","2572",0.00000000000000011102230246251565
"Row1941","2574",0.00000000000000011102230246251565
"Row1946","2581",0.00000000000000011102230246251565
"Row1948","2583",0.00000000000000011102230246251565
"Row1951","2587",0.00000000000000011102230246251565
"Row1954","2593",0.00000000000000011102230246251565
"Row1971","2617",0.00000000000000011102230246251565
"Row1972","2618",0.00000000000000011102230246251565
"Row1977","2625",0.00000000000000011102230246251565
"Row1978","2628",0.00000000000000011102230246251565
"Row2007","2672",0.00000000000000011102230246251565
"Row2008","2674",0.00000000000000011102230246251565
"Row2039","2718",0.00000000000000011102230246251565
"Row2041","2720",0.00000000000000011102230246251565
"Row2042","2722",0.00000000000000011102230246251565
"Row2049","2729",0.00000000000000011102230246251565
"Row2051","2731",0.00000000000000011102230246251565
"Row2084","2771",0.00000000000000011102230246251565
"Row2093","2788",0.00000000000000011102230246251565
"Row2096","2791",0.00000000000000011102230246251565
"Row2107","2802",0.00000000000000011102230246251565
"Row2110","2805",0.00000000000000011102230246251565
"Row2121","2819",0.00000000000000011102230246251565
"Row2125","2826",0.00000000000000011102230246251565
"Row2145","2859",0.00000000000000011102230246251565
"Row2154","2870",0.00000000000000011102230246251565
"Row2155","2871",0.00000000000000011102230246251565
"Row2171","2888",0.00000000000000011102230246251565
"Row2174","2891",0.00000000000000011102230246251565
"Row2187","2906",0.00000000000000011102230246251565
"Row2205","2931",0.00000000000000011102230246251565
"Row2219","2950",0.00000000000000011102230246251565
"Row2222","2953",0.00000000000000011102230246251565
"Row2223","2956",0.00000000000000011102230246251565
